"table_number","table_title","column_name","row_identifier","exact_value","source_file","row_column_or_key","caveat"
"Table 5.6","Mindoro Track A comparator support results","fss_3km","pygnome_reinit_deterministic","0.0","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=pygnome_reinit_deterministic, column=fss_3km","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","fss_5km","pygnome_reinit_deterministic","1.1102230246251565e-16","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=pygnome_reinit_deterministic, column=fss_5km","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","fss_10km","pygnome_reinit_deterministic","0.02439535124386949","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=pygnome_reinit_deterministic, column=fss_10km","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","centroid_distance_m","pygnome_reinit_deterministic","12876.764546943627","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=pygnome_reinit_deterministic, column=centroid_distance_m","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","area_ratio_forecast_to_obs","pygnome_reinit_deterministic","0.2727272727272727","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=pygnome_reinit_deterministic, column=area_ratio_forecast_to_obs","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","iou","pygnome_reinit_deterministic","0.0","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=pygnome_reinit_deterministic, column=iou","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","dice","pygnome_reinit_deterministic","0.0","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=pygnome_reinit_deterministic, column=dice","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","model_name","pygnome_reinit_deterministic","PyGNOME deterministic March 13 reinit comparator","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=pygnome_reinit_deterministic, column=model_name","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","forecast_product","pygnome_reinit_deterministic","pygnome_footprint_mask_2023-03-14_localdate.tif","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=pygnome_reinit_deterministic, column=forecast_product","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","fss_1km","R0_reinit_p50","0.0","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=R0_reinit_p50, column=fss_1km","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","fss_3km","R0_reinit_p50","0.0","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=R0_reinit_p50, column=fss_3km","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","fss_5km","R0_reinit_p50","0.0","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=R0_reinit_p50, column=fss_5km","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","fss_10km","R0_reinit_p50","0.0","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=R0_reinit_p50, column=fss_10km","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","centroid_distance_m","R0_reinit_p50","","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=R0_reinit_p50, column=centroid_distance_m","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","area_ratio_forecast_to_obs","R0_reinit_p50","0.0","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=R0_reinit_p50, column=area_ratio_forecast_to_obs","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","iou","R0_reinit_p50","0.0","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=R0_reinit_p50, column=iou","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","dice","R0_reinit_p50","0.0","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=R0_reinit_p50, column=dice","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","model_name","R0_reinit_p50","OpenDrift R0 reinit p50","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=R0_reinit_p50, column=model_name","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","forecast_product","R0_reinit_p50","mask_p50_2023-03-14_localdate.tif","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=R0_reinit_p50, column=forecast_product","Track A is comparator support only; PyGNOME is never truth."
"Table 5.1","reportable result surfaces and interpretation boundaries","track_label","phase1_regional_baseline","Phase 1 regional transport baseline selection","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase1, track_id=phase1_regional_baseline, column=track_label",""
"Table 5.1","reportable result surfaces and interpretation boundaries","readiness_status","phase1_regional_baseline","architecture_audited_production_rerun_needed","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase1, track_id=phase1_regional_baseline, column=readiness_status",""
"Table 5.1","reportable result surfaces and interpretation boundaries","scientifically_reportable","phase1_regional_baseline","False","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase1, track_id=phase1_regional_baseline, column=scientifically_reportable",""
"Table 5.1","reportable result surfaces and interpretation boundaries","scientifically_frozen","phase1_regional_baseline","False","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase1, track_id=phase1_regional_baseline, column=scientifically_frozen",""
"Table 5.1","reportable result surfaces and interpretation boundaries","reportability_scope","phase1_regional_baseline","not_yet_scientifically_reportable","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase1, track_id=phase1_regional_baseline, column=reportability_scope",""
"Table 5.1","reportable result surfaces and interpretation boundaries","summary","phase1_regional_baseline","Architecture audited; the final 2016-2022 production rerun is still needed.","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase1, track_id=phase1_regional_baseline, column=summary",""
"Table 5.1","reportable result surfaces and interpretation boundaries","main_blocker","phase1_regional_baseline","The repo still lacks the accepted/rejected drogued 72 h segment registry generated from a true 2016-2022 regional drifter pool, so the frozen baseline cannot yet be defended as the final Chapter 3 Phase 1 study.","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase1, track_id=phase1_regional_baseline, column=main_blocker",""
"Table 5.1","reportable result surfaces and interpretation boundaries","track_label","phase2_official_products","Phase 2 machine-readable forecast products","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase2, track_id=phase2_machine_readable_forecast, column=track_label",""
"Table 5.1","reportable result surfaces and interpretation boundaries","readiness_status","phase2_official_products","scientifically_usable_not_frozen","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase2, track_id=phase2_machine_readable_forecast, column=readiness_status",""
"Table 5.1","reportable result surfaces and interpretation boundaries","scientifically_reportable","phase2_official_products","True","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase2, track_id=phase2_machine_readable_forecast, column=scientifically_reportable",""
"Table 5.1","reportable result surfaces and interpretation boundaries","scientifically_frozen","phase2_official_products","False","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase2, track_id=phase2_machine_readable_forecast, column=scientifically_frozen",""
"Table 5.1","reportable result surfaces and interpretation boundaries","reportability_scope","phase2_official_products","scientifically_usable_official_forecast_products","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase2, track_id=phase2_machine_readable_forecast, column=reportability_scope",""
"Table 5.1","reportable result surfaces and interpretation boundaries","summary","phase2_official_products","Scientifically usable as implemented, but not yet frozen.","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase2, track_id=phase2_machine_readable_forecast, column=summary",""
"Table 5.1","reportable result surfaces and interpretation boundaries","main_blocker","phase2_official_products","Phase 2 is scientifically usable on the promoted cmems_gfs baseline, but the final frozen story still depends on retiring legacy *_ncep runtime IDs from official-mode config space and closing the remaining transport-model provisionality.","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase2, track_id=phase2_machine_readable_forecast, column=main_blocker",""
"Table 5.1","reportable result surfaces and interpretation boundaries","track_label","mindoro_b1_primary","Mindoro March 13 -> March 14 NOAA reinit primary validation","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3b, track_id=B1, column=track_label",""
"Table 5.1","reportable result surfaces and interpretation boundaries","readiness_status","mindoro_b1_primary","scientifically_reportable_primary_validation","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3b, track_id=B1, column=readiness_status",""
"Table 5.1","reportable result surfaces and interpretation boundaries","scientifically_reportable","mindoro_b1_primary","True","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3b, track_id=B1, column=scientifically_reportable",""
"Table 5.1","reportable result surfaces and interpretation boundaries","scientifically_frozen","mindoro_b1_primary","False","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3b, track_id=B1, column=scientifically_frozen",""
"Table 5.1","reportable result surfaces and interpretation boundaries","reportability_scope","mindoro_b1_primary","main_text_primary_validation","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3b, track_id=B1, column=reportability_scope",""
"Table 5.1","reportable result surfaces and interpretation boundaries","summary","mindoro_b1_primary","Promoted primary validation; the focused 2016-2023 Mindoro drifter rerun found cmems_gfs as the historical winner and official B1 now uses cmems_gfs; reportable now but not fully frozen. fss_1km=0.0000, fss_3km=0.0441, fss_5km=0.1371, fss_10km=0.2490","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3b, track_id=B1, column=summary",""
"Table 5.1","reportable result surfaces and interpretation boundaries","main_blocker","mindoro_b1_primary","Phase 2 is scientifically usable on the promoted cmems_gfs baseline, but the final frozen story still depends on retiring legacy *_ncep runtime IDs from official-mode config space and closing the remaining transport-model provisionality.","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3b, track_id=B1, column=main_blocker",""
"Table 5.1","reportable result surfaces and interpretation boundaries","track_label","mindoro_track_a_comparator","Mindoro March 13 -> March 14 cross-model comparator","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3a, track_id=A, column=track_label",""
"Table 5.1","reportable result surfaces and interpretation boundaries","readiness_status","mindoro_track_a_comparator","scientifically_informative_comparator","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3a, track_id=A, column=readiness_status",""
"Table 5.1","reportable result surfaces and interpretation boundaries","scientifically_reportable","mindoro_track_a_comparator","True","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3a, track_id=A, column=scientifically_reportable",""
"Table 5.1","reportable result surfaces and interpretation boundaries","scientifically_frozen","mindoro_track_a_comparator","False","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3a, track_id=A, column=scientifically_frozen",""
"Table 5.1","reportable result surfaces and interpretation boundaries","reportability_scope","mindoro_track_a_comparator","comparative_benchmark_discussion","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3a, track_id=A, column=reportability_scope",""
"Table 5.1","reportable result surfaces and interpretation boundaries","summary","mindoro_track_a_comparator","Same-case comparator-only support track attached to B1 on the promoted March 14 target. fss_1km=0.0000, fss_3km=0.0441, fss_5km=0.1371, fss_10km=0.2490","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3a, track_id=A, column=summary",""
"Table 5.1","reportable result surfaces and interpretation boundaries","main_blocker","mindoro_track_a_comparator","Comparator-only track with a shared-imagery caveat; upstream Mindoro transport baseline is still not frozen.","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3a, track_id=A, column=main_blocker",""
"Table 5.1","reportable result surfaces and interpretation boundaries","track_label","mindoro_b2_legacy_reference","Mindoro legacy March 6 sparse strict reference","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3b, track_id=B2, column=track_label",""
"Table 5.1","reportable result surfaces and interpretation boundaries","readiness_status","mindoro_b2_legacy_reference","scientifically_reportable_legacy_reference","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3b, track_id=B2, column=readiness_status",""
"Table 5.1","reportable result surfaces and interpretation boundaries","scientifically_reportable","mindoro_b2_legacy_reference","True","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3b, track_id=B2, column=scientifically_reportable",""
"Table 5.1","reportable result surfaces and interpretation boundaries","scientifically_frozen","mindoro_b2_legacy_reference","False","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3b, track_id=B2, column=scientifically_frozen",""
"Table 5.1","reportable result surfaces and interpretation boundaries","reportability_scope","mindoro_b2_legacy_reference","legacy_sparse_reference","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3b, track_id=B2, column=reportability_scope",""
"Table 5.1","reportable result surfaces and interpretation boundaries","summary","mindoro_b2_legacy_reference","B2 legacy honesty reference; not the promoted primary row. fss_1km=0.0000, fss_3km=0.0000, fss_5km=0.0000, fss_10km=0.0000","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3b, track_id=B2, column=summary",""
"Table 5.1","reportable result surfaces and interpretation boundaries","main_blocker","mindoro_b2_legacy_reference","Phase 2 is scientifically usable on the promoted cmems_gfs baseline, but the final frozen story still depends on retiring legacy *_ncep runtime IDs from official-mode config space and closing the remaining transport-model provisionality.","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3b, track_id=B2, column=main_blocker",""
"Table 5.1","reportable result surfaces and interpretation boundaries","track_label","mindoro_b3_legacy_support","Mindoro legacy March 3-6 broader-support reference","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3b, track_id=B3, column=track_label",""
"Table 5.1","reportable result surfaces and interpretation boundaries","readiness_status","mindoro_b3_legacy_support","scientifically_reportable_legacy_reference","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3b, track_id=B3, column=readiness_status",""
"Table 5.1","reportable result surfaces and interpretation boundaries","scientifically_reportable","mindoro_b3_legacy_support","True","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3b, track_id=B3, column=scientifically_reportable",""
"Table 5.1","reportable result surfaces and interpretation boundaries","scientifically_frozen","mindoro_b3_legacy_support","False","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3b, track_id=B3, column=scientifically_frozen",""
"Table 5.1","reportable result surfaces and interpretation boundaries","reportability_scope","mindoro_b3_legacy_support","legacy_broader_support_reference","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3b, track_id=B3, column=reportability_scope",""
"Table 5.1","reportable result surfaces and interpretation boundaries","summary","mindoro_b3_legacy_support","B3 legacy broader-support context; not a primary row. fss_1km=0.1722, fss_3km=0.2004, fss_5km=0.2166, fss_10km=0.2438","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3b, track_id=B3, column=summary",""
"Table 5.1","reportable result surfaces and interpretation boundaries","main_blocker","mindoro_b3_legacy_support","Phase 2 is scientifically usable on the promoted cmems_gfs baseline, but the final frozen story still depends on retiring legacy *_ncep runtime IDs from official-mode config space and closing the remaining transport-model provisionality.","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3b, track_id=B3, column=main_blocker",""
"Table 5.1","reportable result surfaces and interpretation boundaries","track_label","dwh_c1_deterministic","DWH deterministic external transfer validation","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3c, track_id=C1, column=track_label",""
"Table 5.1","reportable result surfaces and interpretation boundaries","readiness_status","dwh_c1_deterministic","scientifically_reportable_transfer_validation","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3c, track_id=C1, column=readiness_status",""
"Table 5.1","reportable result surfaces and interpretation boundaries","scientifically_reportable","dwh_c1_deterministic","True","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3c, track_id=C1, column=scientifically_reportable",""
"Table 5.1","reportable result surfaces and interpretation boundaries","scientifically_frozen","dwh_c1_deterministic","True","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3c, track_id=C1, column=scientifically_frozen",""
"Table 5.1","reportable result surfaces and interpretation boundaries","reportability_scope","dwh_c1_deterministic","external_rich_data_transfer_validation","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3c, track_id=C1, column=reportability_scope",""
"Table 5.1","reportable result surfaces and interpretation boundaries","summary","dwh_c1_deterministic","Frozen DWH deterministic transfer-validation baseline. fss_1km=0.5033, fss_3km=0.5523, fss_5km=0.5700, fss_10km=0.6018","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3c, track_id=C1, column=summary",""
"Table 5.1","reportable result surfaces and interpretation boundaries","main_blocker","dwh_c1_deterministic","","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3c, track_id=C1, column=main_blocker",""
"Table 5.1","reportable result surfaces and interpretation boundaries","track_label","dwh_c2_ensemble_extension","DWH ensemble extension and deterministic-vs-ensemble comparison","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3c, track_id=C2, column=track_label",""
"Table 5.1","reportable result surfaces and interpretation boundaries","readiness_status","dwh_c2_ensemble_extension","scientifically_reportable_transfer_validation","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3c, track_id=C2, column=readiness_status",""
"Table 5.1","reportable result surfaces and interpretation boundaries","scientifically_reportable","dwh_c2_ensemble_extension","True","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3c, track_id=C2, column=scientifically_reportable",""
"Table 5.1","reportable result surfaces and interpretation boundaries","scientifically_frozen","dwh_c2_ensemble_extension","True","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3c, track_id=C2, column=scientifically_frozen",""
"Table 5.1","reportable result surfaces and interpretation boundaries","reportability_scope","dwh_c2_ensemble_extension","external_rich_data_transfer_validation","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3c, track_id=C2, column=reportability_scope",""
"Table 5.1","reportable result surfaces and interpretation boundaries","summary","dwh_c2_ensemble_extension","Frozen DWH ensemble extension on the same truth masks; p50 preferred, p90 support-only. fss_1km=0.4997, fss_3km=0.5299, fss_5km=0.5467, fss_10km=0.5790","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3c, track_id=C2, column=summary",""
"Table 5.1","reportable result surfaces and interpretation boundaries","main_blocker","dwh_c2_ensemble_extension","","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3c, track_id=C2, column=main_blocker",""
"Table 5.1","reportable result surfaces and interpretation boundaries","track_label","dwh_c3_comparator","DWH PyGNOME comparator-only","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3c, track_id=C3, column=track_label",""
"Table 5.1","reportable result surfaces and interpretation boundaries","readiness_status","dwh_c3_comparator","scientifically_reportable_comparator","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3c, track_id=C3, column=readiness_status",""
"Table 5.1","reportable result surfaces and interpretation boundaries","scientifically_reportable","dwh_c3_comparator","True","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3c, track_id=C3, column=scientifically_reportable",""
"Table 5.1","reportable result surfaces and interpretation boundaries","scientifically_frozen","dwh_c3_comparator","True","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3c, track_id=C3, column=scientifically_frozen",""
"Table 5.1","reportable result surfaces and interpretation boundaries","reportability_scope","dwh_c3_comparator","cross_model_comparator","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3c, track_id=C3, column=reportability_scope",""
"Table 5.1","reportable result surfaces and interpretation boundaries","summary","dwh_c3_comparator","Frozen DWH cross-model comparator; PyGNOME not truth. fss_1km=0.3197, fss_3km=0.3495, fss_5km=0.3689, fss_10km=0.4068","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3c, track_id=C3, column=summary",""
"Table 5.1","reportable result surfaces and interpretation boundaries","main_blocker","dwh_c3_comparator","","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase3c, track_id=C3, column=main_blocker",""
"Table 5.1","reportable result surfaces and interpretation boundaries","track_label","mindoro_phase4_support","Mindoro Phase 4 oil-budget interpretation","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase4, track_id=mindoro_phase4, column=track_label",""
"Table 5.1","reportable result surfaces and interpretation boundaries","readiness_status","mindoro_phase4_support","scientifically_reportable_inherited_provisional","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase4, track_id=mindoro_phase4, column=readiness_status",""
"Table 5.1","reportable result surfaces and interpretation boundaries","scientifically_reportable","mindoro_phase4_support","True","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase4, track_id=mindoro_phase4, column=scientifically_reportable",""
"Table 5.1","reportable result surfaces and interpretation boundaries","scientifically_frozen","mindoro_phase4_support","False","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase4, track_id=mindoro_phase4, column=scientifically_frozen",""
"Table 5.1","reportable result surfaces and interpretation boundaries","reportability_scope","mindoro_phase4_support","mindoro_oil_type_and_shoreline_interpretation","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase4, track_id=mindoro_phase4, column=reportability_scope",""
"Table 5.1","reportable result surfaces and interpretation boundaries","summary","mindoro_phase4_support","Phase 4 OpenDrift/OpenOil-only interpretation; inherited-provisional.","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase4, track_id=mindoro_phase4, column=summary",""
"Table 5.1","reportable result surfaces and interpretation boundaries","main_blocker","mindoro_phase4_support","The frozen recipe still comes from three legacy prototype dates, not from a completed 2016-2022 regional drifter-segment study.","output/final_reproducibility_package/final_phase_status_registry.csv","phase_id=phase4, track_id=mindoro_phase4, column=main_blocker",""
"Table 5.7","DWH daily transfer-validation FSS results","fss_1km","C1 OpenDrift deterministic control 2010-05-21","0.3929240538781627","output/final_validation_package/final_validation_main_table.csv","track_id=C1, model_comparator=OpenDrift deterministic control, validation_dates=2010-05-21, column=fss_1km",""
"Table 5.7","DWH daily transfer-validation FSS results","fss_3km","C1 OpenDrift deterministic control 2010-05-21","0.4502826053749162","output/final_validation_package/final_validation_main_table.csv","track_id=C1, model_comparator=OpenDrift deterministic control, validation_dates=2010-05-21, column=fss_3km",""
"Table 5.7","DWH daily transfer-validation FSS results","fss_5km","C1 OpenDrift deterministic control 2010-05-21","0.4692022064514385","output/final_validation_package/final_validation_main_table.csv","track_id=C1, model_comparator=OpenDrift deterministic control, validation_dates=2010-05-21, column=fss_5km",""
"Table 5.7","DWH daily transfer-validation FSS results","fss_10km","C1 OpenDrift deterministic control 2010-05-21","0.502935699100052","output/final_validation_package/final_validation_main_table.csv","track_id=C1, model_comparator=OpenDrift deterministic control, validation_dates=2010-05-21, column=fss_10km",""
"Table 5.7","DWH daily transfer-validation FSS results","mean_fss","C1 OpenDrift deterministic control 2010-05-21","0.45383614120114235","output/final_validation_package/final_validation_main_table.csv","track_id=C1, model_comparator=OpenDrift deterministic control, validation_dates=2010-05-21, column=mean_fss",""
"Table 5.7","DWH daily transfer-validation FSS results","observation_mask_path","C1 OpenDrift deterministic control 2010-05-21","output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/obs_mask_2010-05-21.tif","output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_run/phase3c_pairing_manifest.csv","validation_dates=2010-05-21, observation_path",""
"Table 5.7","DWH daily transfer-validation FSS results","fss_1km","C1 OpenDrift deterministic control 2010-05-21_to_2010-05-23","0.5032507503688254","output/final_validation_package/final_validation_main_table.csv","track_id=C1, model_comparator=OpenDrift deterministic control, validation_dates=2010-05-21_to_2010-05-23, column=fss_1km",""
"Table 5.7","DWH daily transfer-validation FSS results","fss_3km","C1 OpenDrift deterministic control 2010-05-21_to_2010-05-23","0.5522595364660361","output/final_validation_package/final_validation_main_table.csv","track_id=C1, model_comparator=OpenDrift deterministic control, validation_dates=2010-05-21_to_2010-05-23, column=fss_3km",""
"Table 5.7","DWH daily transfer-validation FSS results","fss_5km","C1 OpenDrift deterministic control 2010-05-21_to_2010-05-23","0.5699509237431393","output/final_validation_package/final_validation_main_table.csv","track_id=C1, model_comparator=OpenDrift deterministic control, validation_dates=2010-05-21_to_2010-05-23, column=fss_5km",""
"Table 5.7","DWH daily transfer-validation FSS results","fss_10km","C1 OpenDrift deterministic control 2010-05-21_to_2010-05-23","0.6018332061372648","output/final_validation_package/final_validation_main_table.csv","track_id=C1, model_comparator=OpenDrift deterministic control, validation_dates=2010-05-21_to_2010-05-23, column=fss_10km",""
"Table 5.7","DWH daily transfer-validation FSS results","mean_fss","C1 OpenDrift deterministic control 2010-05-21_to_2010-05-23","0.5568236041788164","output/final_validation_package/final_validation_main_table.csv","track_id=C1, model_comparator=OpenDrift deterministic control, validation_dates=2010-05-21_to_2010-05-23, column=mean_fss",""
"Table 5.7","DWH daily transfer-validation FSS results","observation_mask_path","C1 OpenDrift deterministic control 2010-05-21_to_2010-05-23","","output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_run/phase3c_pairing_manifest.csv","validation_dates=2010-05-21_to_2010-05-23, observation_path",""
"Table 5.7","DWH daily transfer-validation FSS results","fss_1km","C1 OpenDrift deterministic control 2010-05-22","0.4151056197688322","output/final_validation_package/final_validation_main_table.csv","track_id=C1, model_comparator=OpenDrift deterministic control, validation_dates=2010-05-22, column=fss_1km",""
"Table 5.7","DWH daily transfer-validation FSS results","fss_3km","C1 OpenDrift deterministic control 2010-05-22","0.4739006448409186","output/final_validation_package/final_validation_main_table.csv","track_id=C1, model_comparator=OpenDrift deterministic control, validation_dates=2010-05-22, column=fss_3km",""
"Table 5.7","DWH daily transfer-validation FSS results","fss_5km","C1 OpenDrift deterministic control 2010-05-22","0.4965901046519223","output/final_validation_package/final_validation_main_table.csv","track_id=C1, model_comparator=OpenDrift deterministic control, validation_dates=2010-05-22, column=fss_5km",""
"Table 5.7","DWH daily transfer-validation FSS results","fss_10km","C1 OpenDrift deterministic control 2010-05-22","0.5375688001709893","output/final_validation_package/final_validation_main_table.csv","track_id=C1, model_comparator=OpenDrift deterministic control, validation_dates=2010-05-22, column=fss_10km",""
"Table 5.7","DWH daily transfer-validation FSS results","mean_fss","C1 OpenDrift deterministic control 2010-05-22","0.4807912923581656","output/final_validation_package/final_validation_main_table.csv","track_id=C1, model_comparator=OpenDrift deterministic control, validation_dates=2010-05-22, column=mean_fss",""
"Table 5.7","DWH daily transfer-validation FSS results","observation_mask_path","C1 OpenDrift deterministic control 2010-05-22","output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/obs_mask_2010-05-22.tif","output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_run/phase3c_pairing_manifest.csv","validation_dates=2010-05-22, observation_path",""
